date,flow
6/14/1985,507.2553451
6/15/1985,471.7474709
6/16/1985,438.725148
6/17/1985,408.0143876
6/18/1985,379.4533805
6/19/1985,352.8916438
6/20/1985,328.1892288
6/21/1985,305.2159828
6/22/1985,287.6431396
6/23/1985,287.6431396
6/24/1985,287.6431396
6/25/1985,287.6431396
6/26/1985,287.6431396
6/27/1985,287.6431396
6/28/1985,287.6431396
6/29/1985,287.6431396
6/30/1985,287.6431396
7/1/1985,287.6431396
7/2/1985,287.6431396
7/3/1985,287.6431396
7/4/1985,287.6431396
7/5/1985,287.6431396
7/6/1985,287.6431396
7/7/1985,287.6431396
7/8/1985,287.6431396
7/9/1985,287.6431396
7/10/1985,287.6431396
7/11/1985,287.6431396
7/12/1985,287.6431396
7/13/1985,287.6431396
7/14/1985,287.6431396
7/15/1985,287.6431396
7/16/1985,287.6431396
7/17/1985,287.6431396
7/18/1985,287.6431396
7/19/1985,287.6431396
7/20/1985,287.6431396
7/21/1985,287.6431396
7/22/1985,287.6431396
7/23/1985,287.6431396
7/24/1985,287.6431396
7/25/1985,287.6431396
7/26/1985,287.6431396
7/27/1985,287.6431396
7/28/1985,287.6431396
7/29/1985,287.6431396
7/30/1985,287.6431396
7/31/1985,287.6431396
8/1/1985,287.6431396
8/2/1985,287.6431396
8/3/1985,287.6431396
8/4/1985,287.6431396
8/5/1985,287.6431396
8/6/1985,287.6431396
8/7/1985,287.6431396
8/8/1985,287.6431396
8/9/1985,287.6431396
8/10/1985,287.6431396
8/11/1985,287.6431396
8/12/1985,287.6431396
8/13/1985,287.6431396
8/14/1985,287.6431396
8/15/1985,287.6431396
8/16/1985,287.6431396
8/17/1985,287.6431396
8/18/1985,287.6431396
8/19/1985,287.6431396
8/20/1985,287.6431396
8/21/1985,287.6431396
8/22/1985,287.6431396
8/23/1985,287.6431396
8/24/1985,287.6431396
8/25/1985,287.6431396
8/26/1985,287.6431396
8/27/1985,287.6431396
8/28/1985,287.6431396
8/29/1985,287.6431396
8/30/1985,287.6431396
8/31/1985,287.6431396
9/1/1985,287.6431396
9/2/1985,287.6431396
9/3/1985,287.6431396
9/4/1985,287.6431396
9/5/1985,287.6431396
9/6/1985,287.6431396
9/7/1985,287.6431396
9/8/1985,287.6431396
9/9/1985,287.6431396
9/10/1985,287.6431396
9/11/1985,287.6431396
9/12/1985,287.6431396
9/13/1985,287.6431396
9/14/1985,287.6431396
9/15/1985,287.6431396
9/16/1985,287.6431396
9/17/1985,287.6431396
9/18/1985,287.6431396
9/19/1985,287.6431396
9/20/1985,287.6431396
9/21/1985,287.6431396
9/22/1985,287.6431396
9/23/1985,287.6431396
9/24/1985,287.6431396
9/25/1985,287.6431396
9/26/1985,287.6431396
9/27/1985,287.6431396
9/28/1985,287.6431396
9/29/1985,287.6431396
9/30/1985,287.6431396
10/1/1985,287.6431396
10/2/1985,287.6431396
10/3/1985,287.6431396
10/4/1985,287.6431396
10/5/1985,287.6431396
10/6/1985,287.6431396
10/7/1985,287.6431396
10/8/1985,287.6431396
10/9/1985,287.6431396
10/10/1985,287.6431396
10/11/1985,287.6431396
10/12/1985,287.6431396
10/13/1985,287.6431396
10/14/1985,287.6431396
10/15/1985,1298.175239
10/16/1985,1298.175239
10/17/1985,1298.175239
10/18/1985,287.6431396
10/19/1985,287.6431396
10/20/1985,287.6431396
10/21/1985,287.6431396
10/22/1985,287.6431396
10/23/1985,287.6431396
10/24/1985,287.6431396
10/25/1985,287.6431396
10/26/1985,287.6431396
10/27/1985,287.6431396
10/28/1985,287.6431396
10/29/1985,287.6431396
10/30/1985,287.6431396
10/31/1985,287.6431396
11/1/1985,287.6431396
11/2/1985,287.6431396
11/3/1985,287.6431396
11/4/1985,287.6431396
11/5/1985,287.6431396
11/6/1985,287.6431396
11/7/1985,287.6431396
11/8/1985,287.6431396
11/9/1985,287.6431396
11/10/1985,287.6431396
11/11/1985,287.6431396
11/12/1985,287.6431396
11/13/1985,287.6431396
11/14/1985,287.6431396
11/15/1985,287.6431396
11/16/1985,287.6431396
11/17/1985,287.6431396
11/18/1985,287.6431396
11/19/1985,287.6431396
11/20/1985,287.6431396
11/21/1985,287.6431396
11/22/1985,287.6431396
11/23/1985,287.6431396
11/24/1985,287.6431396
11/25/1985,287.6431396
11/26/1985,287.6431396
11/27/1985,287.6431396
11/28/1985,287.6431396
11/29/1985,287.6431396
11/30/1985,287.6431396
12/1/1985,287.6431396
12/2/1985,287.6431396
12/3/1985,287.6431396
12/4/1985,287.6431396
12/5/1985,287.6431396
12/6/1985,287.6431396
12/7/1985,287.6431396
12/8/1985,287.6431396
12/9/1985,287.6431396
12/10/1985,287.6431396
12/11/1985,287.6431396
12/12/1985,287.6431396
12/13/1985,287.6431396
12/14/1985,287.6431396
12/15/1985,287.6431396
12/16/1985,287.6431396
12/17/1985,287.6431396
12/18/1985,287.6431396
12/19/1985,287.6431396
12/20/1985,287.6431396
12/21/1985,287.6431396
12/22/1985,287.6431396
12/23/1985,287.6431396
12/24/1985,287.6431396
12/25/1985,287.6431396
12/26/1985,287.6431396
12/27/1985,287.6431396
12/28/1985,287.6431396
12/29/1985,287.6431396
12/30/1985,287.6431396
12/31/1985,287.6431396
1/1/1986,287.6431396
1/2/1986,287.6431396
1/3/1986,287.6431396
1/4/1986,287.6431396
1/5/1986,287.6431396
1/6/1986,287.6431396
1/7/1986,287.6431396
1/8/1986,287.6431396
1/9/1986,287.6431396
1/10/1986,287.6431396
1/11/1986,287.6431396
1/12/1986,287.6431396
1/13/1986,287.6431396
1/14/1986,287.6431396
1/15/1986,287.6431396
1/16/1986,287.6431396
1/17/1986,287.6431396
1/18/1986,287.6431396
1/19/1986,287.6431396
1/20/1986,287.6431396
1/21/1986,287.6431396
1/22/1986,287.6431396
1/23/1986,287.6431396
1/24/1986,287.6431396
1/25/1986,287.6431396
1/26/1986,287.6431396
1/27/1986,287.6431396
1/28/1986,287.6431396
1/29/1986,287.6431396
1/30/1986,287.6431396
1/31/1986,287.6431396
2/1/1986,
2/2/1986,
2/1/1986,1534
2/2/1986,1534
2/3/1986,1534
2/4/1986,1534
2/5/1986,1534
2/6/1986,1534
2/7/1986,1534
2/8/1986,1534
2/9/1986,1534
2/10/1986,1534
2/11/1986,1534
2/12/1986,1534
2/13/1986,1534
2/14/1986,1534
2/15/1986,1534
2/16/1986,8500
2/17/1986,8500
2/18/1986,8500
2/19/1986,8500
2/20/1986,8500
2/21/1986,8500
2/22/1986,8500
2/23/1986,8500
2/24/1986,8500
2/25/1986,1534
2/26/1986,1534
2/27/1986,1534
2/28/1986,1534
3/1/1986,1534
3/2/1986,1534
3/3/1986,1534
3/4/1986,1534
3/5/1986,1534
3/6/1986,1534
3/7/1986,1534
3/8/1986,1534
3/9/1986,1534
3/10/1986,1534
3/11/1986,1534
3/12/1986,1534
3/13/1986,1534
3/14/1986,1534
3/15/1986,1534
3/16/1986,1534
3/17/1986,1534
3/18/1986,1534
3/19/1986,1534
3/20/1986,1534
3/21/1986,1534
3/22/1986,1534
3/23/1986,1534
3/24/1986,1534
3/25/1986,1534
3/26/1986,1534
3/27/1986,1534
3/28/1986,1534
3/29/1986,1534
3/30/1986,1534
3/31/1986,1534
4/1/1986,1534
4/2/1986,1534
4/3/1986,1534
4/4/1986,1534
4/5/1986,1534
4/6/1986,1534
4/7/1986,1534
4/8/1986,1534
4/9/1986,1534
4/10/1986,1534
4/11/1986,1534
4/12/1986,1534
4/13/1986,1534
4/14/1986,1534
4/15/1986,1534
4/16/1986,1534
4/17/1986,1534
4/18/1986,1534
4/19/1986,1534
4/20/1986,1534
4/21/1986,1534
4/22/1986,1534
4/23/1986,1534
4/24/1986,1534
4/25/1986,1534
4/26/1986,1534
4/27/1986,1534
4/28/1986,1534
4/29/1986,1534
4/30/1986,1534
5/1/1986,1733.42
5/2/1986,1958.7646
5/3/1986,2213.403998
5/4/1986,2501.146518
5/5/1986,2826.295565
5/6/1986,3193.713989
5/7/1986,3608.896807
5/8/1986,4078.053392
5/9/1986,4608.200333
5/10/1986,5207.266376
5/11/1986,5884.211005
5/12/1986,6649.158436
5/13/1986,7513.549032
5/14/1986,8490.310407
5/15/1986,8500
5/16/1986,8500
5/17/1986,7905
5/18/1986,7351.65
5/19/1986,6837.0345
5/20/1986,6358.442085
5/21/1986,5913.351139
5/22/1986,5499.416559
5/23/1986,5114.4574
5/24/1986,4756.445382
5/25/1986,4423.494205
5/26/1986,4113.849611
5/27/1986,3825.880138
5/28/1986,3558.068529
5/29/1986,3309.003732
5/30/1986,3077.37347
5/31/1986,2861.957327
6/1/1986,2661.620315
6/2/1986,2475.306893
6/3/1986,2302.03541
6/4/1986,2140.892931
6/5/1986,1991.030426
6/6/1986,1851.658296
6/7/1986,1722.042216
6/8/1986,1601.49926
6/9/1986,1489.394312
6/10/1986,1385.13671
6/11/1986,1288.177141
6/12/1986,1198.004741
6/13/1986,1114.144409
6/14/1986,1036.1543
6/15/1986,963.6234993
6/16/1986,896.1698544
6/17/1986,833.4379645
6/18/1986,775.097307
6/19/1986,720.8404955
6/20/1986,670.3816608
6/21/1986,623.4549446
6/22/1986,579.8130985
6/23/1986,539.2261816
6/24/1986,501.4803489
6/25/1986,466.3767244
6/26/1986,447
6/27/1986,447
6/28/1986,447
6/29/1986,447
6/30/1986,447
7/1/1986,447
7/2/1986,447
7/3/1986,447
7/4/1986,447
7/5/1986,447
7/6/1986,447
7/7/1986,447
7/8/1986,447
7/9/1986,447
7/10/1986,447
7/11/1986,447
7/12/1986,447
7/13/1986,447
7/14/1986,447
7/15/1986,447
7/16/1986,447
7/17/1986,447
7/18/1986,447
7/19/1986,447
7/20/1986,447
7/21/1986,447
7/22/1986,447
7/23/1986,447
7/24/1986,447
7/25/1986,447
7/26/1986,447
7/27/1986,447
7/28/1986,447
7/29/1986,447
7/30/1986,447
7/31/1986,447
8/1/1986,447
8/2/1986,447
8/3/1986,447
8/4/1986,447
8/5/1986,447
8/6/1986,447
8/7/1986,447
8/8/1986,447
8/9/1986,447
8/10/1986,447
8/11/1986,447
8/12/1986,447
8/13/1986,447
8/14/1986,447
8/15/1986,447
8/16/1986,447
8/17/1986,447
8/18/1986,447
8/19/1986,447
8/20/1986,447
8/21/1986,447
8/22/1986,447
8/23/1986,447
8/24/1986,447
8/25/1986,447
8/26/1986,447
8/27/1986,447
8/28/1986,447
8/29/1986,447
8/30/1986,447
8/31/1986,447
9/1/1986,447
9/2/1986,447
9/3/1986,447
9/4/1986,447
9/5/1986,447
9/6/1986,447
9/7/1986,447
9/8/1986,447
9/9/1986,447
9/10/1986,447
9/11/1986,447
9/12/1986,447
9/13/1986,447
9/14/1986,447
9/15/1986,447
9/16/1986,447
9/17/1986,447
9/18/1986,447
9/19/1986,447
9/20/1986,447
9/21/1986,447
9/22/1986,447
9/23/1986,447
9/24/1986,447
9/25/1986,447
9/26/1986,447
9/27/1986,447
9/28/1986,447
9/29/1986,447
9/30/1986,447
10/1/1986,447
10/2/1986,447
10/3/1986,447
10/4/1986,447
10/5/1986,447
10/6/1986,447
10/7/1986,447
10/8/1986,447
10/9/1986,447
10/10/1986,447
10/11/1986,447
10/12/1986,447
10/13/1986,447
10/14/1986,447
10/15/1986,2416.528231
10/16/1986,2416.528231
10/17/1986,2416.528231
10/18/1986,447
10/19/1986,447
10/20/1986,447
10/21/1986,447
10/22/1986,447
10/23/1986,447
10/24/1986,447
10/25/1986,447
10/26/1986,447
10/27/1986,447
10/28/1986,447
10/29/1986,447
10/30/1986,447
10/31/1986,447
11/1/1986,447
11/2/1986,447
11/3/1986,447
11/4/1986,447
11/5/1986,447
11/6/1986,447
11/7/1986,447
11/8/1986,447
11/9/1986,447
11/10/1986,447
11/11/1986,447
11/12/1986,447
11/13/1986,447
11/14/1986,447
11/15/1986,447
11/16/1986,447
11/17/1986,447
11/18/1986,447
11/19/1986,447
11/20/1986,447
11/21/1986,447
11/22/1986,447
11/23/1986,447
11/24/1986,447
11/25/1986,447
11/26/1986,447
11/27/1986,447
11/28/1986,447
11/29/1986,447
11/30/1986,447
12/1/1986,447
12/2/1986,447
12/3/1986,447
12/4/1986,447
12/5/1986,447
12/6/1986,447
12/7/1986,447
12/8/1986,447
12/9/1986,447
12/10/1986,447
12/11/1986,447
12/12/1986,447
12/13/1986,447
12/14/1986,447
12/15/1986,447
12/16/1986,447
12/17/1986,447
12/18/1986,447
12/19/1986,447
12/20/1986,447
12/21/1986,447
12/22/1986,447
12/23/1986,447
12/24/1986,447
12/25/1986,447
12/26/1986,447
12/27/1986,447
12/28/1986,447
12/29/1986,447
12/30/1986,447
12/31/1986,447
1/1/1987,447
1/2/1987,447
1/3/1987,447
1/4/1987,447
1/5/1987,447
1/6/1987,447
1/7/1987,447
1/8/1987,447
1/9/1987,447
1/10/1987,447
1/11/1987,447
1/12/1987,447
1/13/1987,447
1/14/1987,447
1/15/1987,447
1/16/1987,447
1/17/1987,447
1/18/1987,447
1/19/1987,447
1/20/1987,447
1/21/1987,447
1/22/1987,447
1/23/1987,447
1/24/1987,447
1/25/1987,447
1/26/1987,447
1/27/1987,447
1/28/1987,447
1/29/1987,447
1/30/1987,447
1/31/1987,447
2/1/1987,
2/2/1987,
2/1/1987,515.0455894
2/2/1987,515.0455894
2/3/1987,515.0455894
2/4/1987,515.0455894
2/5/1987,515.0455894
2/6/1987,515.0455894
2/7/1987,515.0455894
2/8/1987,515.0455894
2/9/1987,515.0455894
2/10/1987,515.0455894
2/11/1987,515.0455894
2/12/1987,515.0455894
2/13/1987,515.0455894
2/14/1987,515.0455894
2/15/1987,515.0455894
2/16/1987,515.0455894
2/17/1987,515.0455894
2/18/1987,515.0455894
2/19/1987,515.0455894
2/20/1987,515.0455894
2/21/1987,515.0455894
2/22/1987,515.0455894
2/23/1987,515.0455894
2/24/1987,515.0455894
2/25/1987,515.0455894
2/26/1987,515.0455894
2/27/1987,515.0455894
2/28/1987,515.0455894
3/1/1987,515.0455894
3/2/1987,515.0455894
3/3/1987,515.0455894
3/4/1987,515.0455894
3/5/1987,515.0455894
3/6/1987,515.0455894
3/7/1987,515.0455894
3/8/1987,515.0455894
3/9/1987,515.0455894
3/10/1987,515.0455894
3/11/1987,515.0455894
3/12/1987,515.0455894
3/13/1987,515.0455894
3/14/1987,515.0455894
3/15/1987,515.0455894
3/16/1987,515.0455894
3/17/1987,515.0455894
3/18/1987,515.0455894
3/19/1987,515.0455894
3/20/1987,515.0455894
3/21/1987,515.0455894
3/22/1987,515.0455894
3/23/1987,515.0455894
3/24/1987,515.0455894
3/25/1987,515.0455894
3/26/1987,515.0455894
3/27/1987,515.0455894
3/28/1987,515.0455894
3/29/1987,515.0455894
3/30/1987,515.0455894
3/31/1987,515.0455894
4/1/1987,515.0455894
4/2/1987,515.0455894
4/3/1987,515.0455894
4/4/1987,515.0455894
4/5/1987,515.0455894
4/6/1987,515.0455894
4/7/1987,515.0455894
4/8/1987,515.0455894
4/9/1987,515.0455894
4/10/1987,515.0455894
4/11/1987,515.0455894
4/12/1987,515.0455894
4/13/1987,515.0455894
4/14/1987,515.0455894
4/15/1987,515.0455894
4/16/1987,515.0455894
4/17/1987,515.0455894
4/18/1987,515.0455894
4/19/1987,515.0455894
4/20/1987,515.0455894
4/21/1987,515.0455894
4/22/1987,515.0455894
4/23/1987,515.0455894
4/24/1987,515.0455894
4/25/1987,515.0455894
4/26/1987,515.0455894
4/27/1987,515.0455894
4/28/1987,515.0455894
4/29/1987,515.0455894
4/30/1987,515.0455894
5/1/1987,582.001516
5/2/1987,657.6617131
5/3/1987,743.1577358
5/4/1987,839.7682414
5/5/1987,948.9381128
5/6/1987,1072.300067
5/7/1987,1211.699076
5/8/1987,1369.219956
5/9/1987,1547.21855
5/10/1987,1748.356962
5/11/1987,1975.643367
5/12/1987,2232.477005
5/13/1987,2292.084473
5/14/1987,2292.084473
5/15/1987,2131.63856
5/16/1987,1982.423861
5/17/1987,1843.654191
5/18/1987,1714.598397
5/19/1987,1594.576509
5/20/1987,1482.956154
5/21/1987,1379.149223
5/22/1987,1282.608777
5/23/1987,1192.826163
5/24/1987,1109.328332
5/25/1987,1031.675348
5/26/1987,959.458074
5/27/1987,892.2960088
5/28/1987,829.8352882
5/29/1987,771.746818
5/30/1987,717.7245407
5/31/1987,667.4838229
6/1/1987,620.7599553
6/2/1987,577.3067584
6/3/1987,536.8952853
6/4/1987,499.3126153
6/5/1987,464.3607323
6/6/1987,431.855481
6/7/1987,401.6255973
6/8/1987,373.5118055
6/9/1987,347.3659791
6/10/1987,323.0503606
6/11/1987,300.4368354
6/12/1987,279.4062569
6/13/1987,259.8478189
6/14/1987,241.6584716
6/15/1987,224.7423786
6/16/1987,209.0104121
6/17/1987,201.2521716
6/18/1987,201.2521716
6/19/1987,201.2521716
6/20/1987,201.2521716
6/21/1987,201.2521716
6/22/1987,201.2521716
6/23/1987,201.2521716
6/24/1987,201.2521716
6/25/1987,201.2521716
6/26/1987,201.2521716
6/27/1987,201.2521716
6/28/1987,201.2521716
6/29/1987,201.2521716
6/30/1987,201.2521716
7/1/1987,201.2521716
7/2/1987,201.2521716
7/3/1987,201.2521716
7/4/1987,201.2521716
7/5/1987,201.2521716
7/6/1987,201.2521716
7/7/1987,201.2521716
7/8/1987,201.2521716
7/9/1987,201.2521716
7/10/1987,201.2521716
7/11/1987,201.2521716
7/12/1987,201.2521716
7/13/1987,201.2521716
7/14/1987,201.2521716
7/15/1987,201.2521716
7/16/1987,201.2521716
7/17/1987,201.2521716
7/18/1987,201.2521716
7/19/1987,201.2521716
7/20/1987,201.2521716
7/21/1987,201.2521716
7/22/1987,201.2521716
7/23/1987,201.2521716
7/24/1987,201.2521716
7/25/1987,201.2521716
7/26/1987,201.2521716
7/27/1987,201.2521716
7/28/1987,201.2521716
7/29/1987,201.2521716
7/30/1987,201.2521716
7/31/1987,201.2521716
8/1/1987,201.2521716
8/2/1987,201.2521716
8/3/1987,201.2521716
8/4/1987,201.2521716
8/5/1987,201.2521716
8/6/1987,201.2521716
8/7/1987,201.2521716
8/8/1987,201.2521716
8/9/1987,201.2521716
8/10/1987,201.2521716
8/11/1987,201.2521716
8/12/1987,201.2521716
8/13/1987,201.2521716
8/14/1987,201.2521716
8/15/1987,201.2521716
8/16/1987,201.2521716
8/17/1987,201.2521716
8/18/1987,201.2521716
8/19/1987,201.2521716
8/20/1987,201.2521716
8/21/1987,201.2521716
8/22/1987,201.2521716
8/23/1987,201.2521716
8/24/1987,201.2521716
8/25/1987,201.2521716
8/26/1987,201.2521716
8/27/1987,201.2521716
8/28/1987,201.2521716
8/29/1987,201.2521716
8/30/1987,201.2521716
8/31/1987,201.2521716
9/1/1987,201.2521716
9/2/1987,201.2521716
9/3/1987,201.2521716
9/4/1987,201.2521716
9/5/1987,201.2521716
9/6/1987,201.2521716
9/7/1987,201.2521716
9/8/1987,201.2521716
9/9/1987,201.2521716
9/10/1987,201.2521716
9/11/1987,201.2521716
9/12/1987,201.2521716
9/13/1987,201.2521716
9/14/1987,201.2521716
9/15/1987,201.2521716
9/16/1987,201.2521716
9/17/1987,201.2521716
9/18/1987,201.2521716
9/19/1987,201.2521716
9/20/1987,201.2521716
9/21/1987,201.2521716
9/22/1987,201.2521716
9/23/1987,201.2521716
9/24/1987,201.2521716
9/25/1987,201.2521716
9/26/1987,201.2521716
9/27/1987,201.2521716
9/28/1987,201.2521716
9/29/1987,201.2521716
9/30/1987,201.2521716
10/1/1987,201.2521716
10/2/1987,201.2521716
10/3/1987,201.2521716
10/4/1987,201.2521716
10/5/1987,201.2521716
10/6/1987,201.2521716
10/7/1987,201.2521716
10/8/1987,201.2521716
10/9/1987,201.2521716
10/10/1987,201.2521716
10/11/1987,201.2521716
10/12/1987,201.2521716
10/13/1987,201.2521716
10/14/1987,201.2521716
10/15/1987,691.8907201
10/16/1987,691.8907201
10/17/1987,691.8907201
10/18/1987,201.2521716
10/19/1987,201.2521716
10/20/1987,201.2521716
10/21/1987,201.2521716
10/22/1987,201.2521716
10/23/1987,201.2521716
10/24/1987,201.2521716
10/25/1987,201.2521716
10/26/1987,201.2521716
10/27/1987,201.2521716
10/28/1987,201.2521716
10/29/1987,201.2521716
10/30/1987,201.2521716
10/31/1987,201.2521716
11/1/1987,201.2521716
11/2/1987,201.2521716
11/3/1987,201.2521716
11/4/1987,201.2521716
11/5/1987,201.2521716
11/6/1987,201.2521716
11/7/1987,201.2521716
11/8/1987,201.2521716
11/9/1987,201.2521716
11/10/1987,201.2521716
11/11/1987,201.2521716
11/12/1987,201.2521716
11/13/1987,201.2521716
11/14/1987,201.2521716
11/15/1987,201.2521716
11/16/1987,201.2521716
11/17/1987,201.2521716
11/18/1987,201.2521716
11/19/1987,201.2521716
11/20/1987,201.2521716
11/21/1987,201.2521716
11/22/1987,201.2521716
11/23/1987,201.2521716
11/24/1987,201.2521716
11/25/1987,201.2521716
11/26/1987,201.2521716
11/27/1987,201.2521716
11/28/1987,201.2521716
11/29/1987,201.2521716
11/30/1987,201.2521716
12/1/1987,201.2521716
12/2/1987,201.2521716
12/3/1987,201.2521716
12/4/1987,201.2521716
12/5/1987,201.2521716
12/6/1987,201.2521716
12/7/1987,201.2521716
12/8/1987,201.2521716
12/9/1987,201.2521716
12/10/1987,201.2521716
12/11/1987,201.2521716
12/12/1987,201.2521716
12/13/1987,201.2521716
12/14/1987,201.2521716
12/15/1987,201.2521716
12/16/1987,201.2521716
12/17/1987,201.2521716
12/18/1987,201.2521716
12/19/1987,201.2521716
12/20/1987,201.2521716
12/21/1987,201.2521716
12/22/1987,201.2521716
12/23/1987,201.2521716
12/24/1987,201.2521716
12/25/1987,201.2521716
12/26/1987,201.2521716
12/27/1987,201.2521716
12/28/1987,201.2521716
12/29/1987,201.2521716
12/30/1987,201.2521716
12/31/1987,201.2521716
1/1/1988,201.2521716
1/2/1988,201.2521716
1/3/1988,201.2521716
1/4/1988,201.2521716
1/5/1988,201.2521716
1/6/1988,201.2521716
1/7/1988,201.2521716
1/8/1988,201.2521716
1/9/1988,201.2521716
1/10/1988,201.2521716
1/11/1988,201.2521716
1/12/1988,201.2521716
1/13/1988,201.2521716
1/14/1988,201.2521716
1/15/1988,201.2521716
1/16/1988,201.2521716
1/17/1988,201.2521716
1/18/1988,201.2521716
1/19/1988,201.2521716
1/20/1988,201.2521716
1/21/1988,201.2521716
1/22/1988,201.2521716
1/23/1988,201.2521716
1/24/1988,201.2521716
1/25/1988,201.2521716
1/26/1988,201.2521716
1/27/1988,201.2521716
1/28/1988,201.2521716
1/29/1988,201.2521716
1/30/1988,201.2521716
1/31/1988,201.2521716
2/1/1988,
2/2/1988,
2/1/1988,545.0621866
2/2/1988,545.0621866
2/3/1988,545.0621866
2/4/1988,545.0621866
2/5/1988,545.0621866
2/6/1988,545.0621866
2/7/1988,545.0621866
2/8/1988,545.0621866
2/9/1988,545.0621866
2/10/1988,545.0621866
2/11/1988,545.0621866
2/12/1988,545.0621866
2/13/1988,545.0621866
2/14/1988,545.0621866
2/15/1988,545.0621866
2/16/1988,545.0621866
2/17/1988,545.0621866
2/18/1988,545.0621866
2/19/1988,545.0621866
2/20/1988,545.0621866
2/21/1988,545.0621866
2/22/1988,545.0621866
2/23/1988,545.0621866
2/24/1988,545.0621866
2/25/1988,545.0621866
2/26/1988,545.0621866
2/27/1988,545.0621866
2/28/1988,545.0621866
2/29/1988,545.0621866
3/1/1988,545.0621866
3/2/1988,545.0621866
3/3/1988,545.0621866
3/4/1988,545.0621866
3/5/1988,545.0621866
3/6/1988,545.0621866
3/7/1988,545.0621866
3/8/1988,545.0621866
3/9/1988,545.0621866
3/10/1988,545.0621866
3/11/1988,545.0621866
3/12/1988,545.0621866
3/13/1988,545.0621866
3/14/1988,545.0621866
3/15/1988,545.0621866
3/16/1988,545.0621866
3/17/1988,545.0621866
3/18/1988,545.0621866
3/19/1988,545.0621866
3/20/1988,545.0621866
3/21/1988,545.0621866
3/22/1988,545.0621866
3/23/1988,545.0621866
3/24/1988,545.0621866
3/25/1988,545.0621866
3/26/1988,545.0621866
3/27/1988,545.0621866
3/28/1988,545.0621866
3/29/1988,545.0621866
3/30/1988,545.0621866
3/31/1988,545.0621866
4/1/1988,545.0621866
4/2/1988,545.0621866
4/3/1988,545.0621866
4/4/1988,545.0621866
4/5/1988,545.0621866
4/6/1988,545.0621866
